time_date,sampleID,replicate,treatment,genus,species,site,PAMID,F,Fm,Y,colonyID,collection.depth,bleaching.score,tank,rack,rack.position,size,Region,Sector,Shelf
18/01/2019,1588,2,High,Pocillopora,damicornis,13-123,1209,72,96,0.25,13-123_26,8.3,5,2,7,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1590,1,High,Pocillopora,damicornis,13-123,1212,181,469,0.614,13-123_28,6.1,5,2,7,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1590,2,High,Pocillopora,damicornis,13-123,1213,216,483,0.553,13-123_28,6.1,5,2,7,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1592,1,High,Pocillopora,damicornis,13-123,1216,113,288,0.608,13-123_11,5.3,5,2,7,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1592,2,High,Pocillopora,damicornis,13-123,1217,146,391,0.627,13-123_11,5.3,5,2,7,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1594,1,High,Pocillopora,damicornis,13-123,1220,151,461,0.672,13-123_7,4.3,5,2,7,10,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1594,2,High,Pocillopora,damicornis,13-123,1221,132,363,0.636,13-123_7,4.3,5,2,7,10,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1642,1,High,Pocillopora,damicornis,13-123,1227,13,18,-,13-123_25,7.5,5,3,25,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1642,2,High,Pocillopora,damicornis,13-123,1228,23,28,-,13-123_25,7.5,5,3,25,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1644,1,High,Pocillopora,damicornis,13-123,1231,98,255,0.616,13-123_6,4.7,5,3,25,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1644,2,High,Pocillopora,damicornis,13-123,1232,114,246,0.537,13-123_6,4.7,5,3,25,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1646,1,High,Pocillopora,damicornis,13-123,1235,169,238,0.29,13-123_9,6.2,5,3,25,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1646,2,High,Pocillopora,damicornis,13-123,1236,144,210,0.314,13-123_9,6.2,5,3,25,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1648,1,High,Pocillopora,damicornis,13-123,1239,59,134,0.56,13-123_21,5.6,5,3,25,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1648,2,High,Pocillopora,damicornis,13-123,1240,71,183,0.612,13-123_21,5.6,5,3,25,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1604,1,High,Pocillopora,damicornis,13-123,1245,133,360,0.631,13-123_27,7.1,5,3,16,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1604,2,High,Pocillopora,damicornis,13-123,1246,117,281,0.584,13-123_27,7.1,5,3,16,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1606,1,High,Pocillopora,damicornis,13-123,1249,86,124,0.306,13-123_26,8.3,5,3,16,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1606,2,High,Pocillopora,damicornis,13-123,1250,54,82,0.341,13-123_26,8.3,5,3,16,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1608,1,High,Pocillopora,damicornis,13-123,1254,210,543,0.613,13-123_28,6.1,5,3,16,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1608,2,High,Pocillopora,damicornis,13-123,1255,169,387,0.563,13-123_28,6.1,5,3,16,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1610,1,High,Pocillopora,damicornis,13-123,1258,85,213,0.601,13-123_11,5.3,5,3,16,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1610,2,High,Pocillopora,damicornis,13-123,1259,59,149,0.604,13-123_11,5.3,5,3,16,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1612,1,High,Pocillopora,damicornis,13-123,1262,66,188,0.649,13-123_7,4.3,5,3,16,10,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1612,2,High,Pocillopora,damicornis,13-123,1263,88,229,0.616,13-123_7,4.3,5,3,16,10,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1568,1,High,Pocillopora,damicornis,13-123,1269,15,35,-,13-123_25,7.5,5,4,3,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1568,2,High,Pocillopora,damicornis,13-123,1270,22,51,0.569,13-123_25,7.5,5,4,3,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1570,1,High,Pocillopora,damicornis,13-123,1273,137,427,0.679,13-123_6,4.7,5,4,3,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1570,2,High,Pocillopora,damicornis,13-123,1274,90,278,0.676,13-123_6,4.7,5,4,3,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1572,1,High,Pocillopora,damicornis,13-123,1277,104,249,0.582,13-123_9,6.2,5,4,3,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1572,2,High,Pocillopora,damicornis,13-123,1278,122,282,0.567,13-123_9,6.2,5,4,3,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1574,1,High,Pocillopora,damicornis,13-123,1281,174,514,0.661,13-123_21,5.6,5,4,3,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1574,2,High,Pocillopora,damicornis,13-123,1282,201,614,0.673,13-123_21,5.6,5,4,3,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1650,1,High,Pocillopora,damicornis,13-123,1287,265,799,0.668,13-123_27,7.1,5,4,26,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1650,2,High,Pocillopora,damicornis,13-123,1288,225,721,0.688,13-123_27,7.1,5,4,26,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1652,1,High,Pocillopora,damicornis,13-123,1291,116,304,0.618,13-123_26,8.3,5,4,26,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1652,2,High,Pocillopora,damicornis,13-123,1292,144,320,0.55,13-123_26,8.3,5,4,26,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1654,1,High,Pocillopora,damicornis,13-123,1295,370,1017,0.636,13-123_28,6.1,5,4,26,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1654,2,High,Pocillopora,damicornis,13-123,1296,258,604,0.573,13-123_28,6.1,5,4,26,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1656,1,High,Pocillopora,damicornis,13-123,1299,217,677,0.679,13-123_11,5.3,5,4,26,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1656,2,High,Pocillopora,damicornis,13-123,1300,217,616,0.648,13-123_11,5.3,5,4,26,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1658,1,High,Pocillopora,damicornis,13-123,1303,198,589,0.664,13-123_7,4.3,5,4,26,10,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1658,2,High,Pocillopora,damicornis,13-123,1304,150,435,0.655,13-123_7,4.3,5,4,26,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1278,1,High,Acropora,tenuis,13-123,2439,185,504,0.633,13-123_3,4,4,2,1,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1278,2,High,Acropora,tenuis,13-123,2440,173,418,0.586,13-123_3,4,4,2,1,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1280,1,High,Acropora,tenuis,13-123,2443,205,598,0.657,13-123_4,5.6,4,2,1,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1280,2,High,Acropora,tenuis,13-123,2444,224,677,0.669,13-123_4,5.6,4,2,1,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1376,1,High,Acropora,tenuis,13-123,2480,118,329,0.641,13-123_3,4,4,3,97,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1376,2,High,Acropora,tenuis,13-123,2481,88,231,0.619,13-123_3,4,4,3,97,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1378,1,High,Acropora,tenuis,13-123,2484,128,352,0.636,13-123_4,5.6,4,3,97,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1378,2,High,Acropora,tenuis,13-123,2485,118,347,0.66,13-123_4,5.6,4,3,97,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1356,1,High,Acropora,tenuis,13-123,2521,163,478,0.659,13-123_3,4,4,4,25,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1356,2,High,Acropora,tenuis,13-123,2522,168,487,0.655,13-123_3,4,4,4,25,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1358,1,High,Acropora,tenuis,13-123,2525,267,847,0.685,13-123_4,5.6,4,4,25,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1358,2,High,Acropora,tenuis,13-123,2526,268,845,0.683,13-123_4,5.6,4,4,25,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1332,1,High,Acropora,tenuis,13-123,2385,111,279,0.602,13-123_5,4,5,2,19,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1332,2,High,Acropora,tenuis,13-123,2386,92,243,0.621,13-123_5,4,5,2,19,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1334,1,High,Acropora,tenuis,13-123,2389,187,392,0.523,13-123_22,6.2,5,2,19,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1334,2,High,Acropora,tenuis,13-123,2390,97,226,0.571,13-123_22,6.2,5,2,19,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1336,1,High,Acropora,tenuis,13-123,2393,143,362,0.605,13-123_23,6.4,5,2,19,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1336,2,High,Acropora,tenuis,13-123,2394,117,265,0.558,13-123_23,6.4,5,2,19,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1338,1,High,Acropora,tenuis,13-123,2397,251,632,0.603,13-123_24,7.4,5,2,19,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1338,2,High,Acropora,tenuis,13-123,2398,275,702,0.608,13-123_24,7.4,5,2,19,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1272,1,High,Acropora,tenuis,13-123,2427,136,295,0.539,13-123_29,5.7,5,2,1,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1272,2,High,Acropora,tenuis,13-123,2428,118,295,0.6,13-123_29,5.7,5,2,1,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1274,1,High,Acropora,tenuis,13-123,2431,74,160,0.538,13-123_1,3.8,5,2,1,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1274,2,High,Acropora,tenuis,13-123,2432,120,277,0.567,13-123_1,3.8,5,2,1,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1276,1,High,Acropora,tenuis,13-123,2435,115,279,0.588,13-123_2,4.1,5,2,1,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1276,2,High,Acropora,tenuis,13-123,2436,155,395,0.608,13-123_2,4.1,5,2,1,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1316,1,High,Acropora,tenuis,13-123,2450,54,135,0.6,13-123_5,4,5,3,11,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1316,2,High,Acropora,tenuis,13-123,2451,41,105,0.61,13-123_5,4,5,3,11,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1318,1,High,Acropora,tenuis,13-123,2454,134,338,0.604,13-123_22,6.2,5,3,11,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1318,2,High,Acropora,tenuis,13-123,2455,133,288,0.538,13-123_22,6.2,5,3,11,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1320,1,High,Acropora,tenuis,13-123,2458,171,393,0.565,13-123_23,6.4,5,3,11,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1320,2,High,Acropora,tenuis,13-123,2459,150,349,0.57,13-123_23,6.4,5,3,11,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1322,1,High,Acropora,tenuis,13-123,2462,220,418,0.474,13-123_24,7.4,5,3,11,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1322,2,High,Acropora,tenuis,13-123,2463,231,641,0.64,13-123_24,7.4,5,3,11,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1370,1,High,Acropora,tenuis,13-123,2468,92,250,0.632,13-123_29,5.7,5,3,97,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1370,2,High,Acropora,tenuis,13-123,2469,134,347,0.614,13-123_29,5.7,5,3,97,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1372,1,High,Acropora,tenuis,13-123,2472,78,198,0.606,13-123_1,3.8,5,3,97,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1372,2,High,Acropora,tenuis,13-123,2473,70,197,0.645,13-123_1,3.8,5,3,97,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1374,1,High,Acropora,tenuis,13-123,2476,114,266,0.571,13-123_2,4.1,5,3,97,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1374,2,High,Acropora,tenuis,13-123,2477,125,302,0.586,13-123_2,4.1,5,3,97,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1308,1,High,Acropora,tenuis,13-123,2491,104,304,0.658,13-123_5,4,5,4,7,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1308,2,High,Acropora,tenuis,13-123,2492,121,389,0.689,13-123_5,4,5,4,7,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1310,1,High,Acropora,tenuis,13-123,2495,266,671,0.604,13-123_22,6.2,5,4,7,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1310,2,High,Acropora,tenuis,13-123,2496,260,713,0.635,13-123_22,6.2,5,4,7,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1312,1,High,Acropora,tenuis,13-123,2499,159,390,0.592,13-123_23,6.4,5,4,7,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1312,2,High,Acropora,tenuis,13-123,2500,249,578,0.569,13-123_23,6.4,5,4,7,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1314,1,High,Acropora,tenuis,13-123,2503,337,810,0.584,13-123_24,7.4,5,4,7,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1314,2,High,Acropora,tenuis,13-123,2504,248,634,0.609,13-123_24,7.4,5,4,7,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1350,1,High,Acropora,tenuis,13-123,2509,179,499,0.641,13-123_29,5.7,5,4,25,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1350,2,High,Acropora,tenuis,13-123,2510,214,602,0.645,13-123_29,5.7,5,4,25,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1352,1,High,Acropora,tenuis,13-123,2513,138,410,0.663,13-123_1,3.8,5,4,25,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1352,2,High,Acropora,tenuis,13-123,2514,117,311,0.624,13-123_1,3.8,5,4,25,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1354,1,High,Acropora,tenuis,13-123,2517,160,450,0.644,13-123_2,4.1,5,4,25,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1354,2,High,Acropora,tenuis,13-123,2518,104,241,0.568,13-123_2,4.1,5,4,25,6,Small,Northern GBR,Princess Charlotte,Mid
