SampleID,UniqueID,GenotypeID,Reef,BagID,Species,ClipID,RackID,Treatment,Chla_ug_cm2,Colour Change,CatalaseU,Protein_ug_cm2,FvFm
1875,S1797,JAN2019_Lagoon_A. tenuis_126,Lagoon,126,A. tenuis,5,20,Ambient,2.260961559,-0.218161,0.252549215,0.049378844,0.686960784
2067,S1937,JAN2019_Mantis_A. tenuis_5,Mantis,5,A. tenuis,2,29,Ambient,2.43451537,0.502092498,0,0.049841117,0.661458334
1226,S1161,JAN2019_13-124_A. tenuis_162,13-124,162,A. tenuis,1,B43,Ambient,5.218921578,-0.0339,0.093773479,0.050156328,0.668292683
1227,S1162,JAN2019_13-124_A. tenuis_163,13-124,163,A. tenuis,2,B43,Ambient,4.74995708,-0.04119,0.058235362,0.054059625,0.662501571
1206,S1141,JAN2019_13-124_A. tenuis_156,13-124,156,A. tenuis,1,B38,Ambient,3.979643088,0.348889,0.22146946,0.054122135,0.661100012
1872,S1794,JAN2019_Lagoon_A. tenuis_12,Lagoon,12,A. tenuis,2,20,Ambient,1.725015208,-0.423909,0.129166821,0.05677619,0.685183468
892,S795,JAN2019_Corbett_A. tenuis_122,Corbett,122,A. tenuis,4,B30,Ambient,4.00942286,-0.196039868,0.605988396,0.058379556,0.698897632
1209,S1144,JAN2019_13-124_A. tenuis_160,13-124,160,A. tenuis,4,B38,Ambient,5.38396799,0.364679,0.110394183,0.059106375,0.679630126
908,S811,JAN2019_Corbett_A. tenuis_85,Corbett,85,A. tenuis,2,B43,Ambient,4.116657526,0.563475699,0.054501447,0.060181888,0.686664459
1788,S1856,JAN2019_Lagoon_A. tenuis_21,Lagoon,21,A. tenuis,1,48,Ambient,1.274405918,0.104353,0.10858188,0.06052049,0.677053824
2087,S1947,JAN2019_Mantis_A. tenuis_34,Mantis,34,A. tenuis,2,44,Ambient,0.216953481,-0.038490893,0.025939919,0.060654005,0.655770308
1790,S1858,JAN2019_Lagoon_A. tenuis_29,Lagoon,29,A. tenuis,3,48,Ambient,1.452389802,0.043344,0.397885713,0.060821485,0.662114955
1676,S1803,JAN2019_Lagoon_A. tenuis_90,Lagoon,90,A. tenuis,1,23,Ambient,1.531108416,0.241424,0.056073777,0.061347749,0.690197752
878,S781,JAN2019_Corbett_A. tenuis_95,Corbett,95,A. tenuis,4,B26,Ambient,0.290542428,0.041800167,0.085950178,0.063566172,0.686364771
2086,S1946,JAN2019_Mantis_A. tenuis_33,Mantis,33,A. tenuis,1,44,Ambient,0.551267417,0.574997559,0.028193109,0.064490291,0.645650838
877,S780,JAN2019_Corbett_A. tenuis_94,Corbett,94,A. tenuis,3,B26,Ambient,0.114692313,0.05331473,0.096433828,0.065477912,0.687804003
1229,S1164,JAN2019_13-124_A. tenuis_174,13-124,174,A. tenuis,4,B43,Ambient,3.802801726,0.025024,0.07460769,0.065653565,0.698396474
1679,S1809,JAN2019_Lagoon_A. tenuis_96,Lagoon,96,A. tenuis,4,23,Ambient,2.651321018,-1.160779,0.04397206,0.066340828,0.698465209
1212,S1147,JAN2019_13-124_A. tenuis_196,13-124,196,A. tenuis,2,B39,Ambient,3.209261299,0.692144,0.192441318,0.066423411,0.677630163
1228,S1163,JAN2019_13-124_A. tenuis_170,13-124,170,A. tenuis,3,B43,Ambient,3.347392961,0.09178,0.294316922,0.068740794,0.675353084
1873,S1795,JAN2019_Lagoon_A. tenuis_118,Lagoon,118,A. tenuis,3,20,Ambient,1.590923414,0.581842,0.033322347,0.072343043,0.67166077
1213,S1148,JAN2019_13-124_A. tenuis_191,13-124,191,A. tenuis,3,B39,Ambient,5.01359957,0.294388,0.060950637,0.07253497,0.665239679
2068,S1938,JAN2019_Mantis_A. tenuis_13,Mantis,13,A. tenuis,3,29,Ambient,1.256500312,-0.118615643,0.073886183,0.074567392,0.647433481
2070,S1940,JAN2019_Mantis_A. tenuis_63,Mantis,63,A. tenuis,5,29,Ambient,2.510450618,-0.120879892,0.056281455,0.074624936,0.688315529
876,S779,JAN2019_Corbett_A. tenuis_93,Corbett,93,A. tenuis,2,B26,Ambient,5.547822474,0.655753941,0.147166317,0.075591655,0.686721963
2066,S1936,JAN2019_Mantis_A. tenuis_49,Mantis,49,A. tenuis,1,29,Ambient,0.91910832,-0.039357438,0.108469883,0.076821851,0.710404649
2004,S1904,JAN2019_Mantis_A. tenuis_28,Mantis,28,A. tenuis,4,72,Ambient,2.215188013,-0.12284325,0.035117875,0.077660527,0.695047992
1789,S1857,JAN2019_Lagoon_A. tenuis_26,Lagoon,26,A. tenuis,2,48,Ambient,0.847560897,1.508006,0,0.077965708,0.661466977
2089,S1949,JAN2019_Mantis_A. tenuis_39,Mantis,39,A. tenuis,4,44,Ambient,2.969391782,0.01117219,0.048720996,0.07811485,0.684907383
1207,S1142,JAN2019_13-124_A. tenuis_157,13-124,157,A. tenuis,2,B38,Ambient,2.560628412,0.597926,0.127799026,0.081728024,0.661581423
1678,S1807,JAN2019_Lagoon_A. tenuis_95,Lagoon,95,A. tenuis,3,23,Ambient,3.181010561,-0.107051,0.059683157,0.08186285,0.67381114
2005,S1905,JAN2019_Mantis_A. tenuis_32,Mantis,32,A. tenuis,5,72,Ambient,0.080943029,0.545996365,0.044500405,0.084493613,0.677807551
1211,S1146,JAN2019_13-124_A. tenuis_195,13-124,195,A. tenuis,1,B39,Ambient,3.772739648,0.341291,0,0.087505543,0.672308208
2003,S1903,JAN2019_Mantis_A. tenuis_27,Mantis,27,A. tenuis,3,72,Ambient,0.031207164,0.20534213,0.101813834,0.087798392,0.691060255
2088,S1948,JAN2019_Mantis_A. tenuis_36,Mantis,36,A. tenuis,3,44,Ambient,0.018110776,-0.061235692,0.08249443,0.088248383,0.6604531
2001,S1901,JAN2019_Mantis_A. tenuis_21,Mantis,21,A. tenuis,1,72,Ambient,0.401997267,0.627005124,0.020032025,0.089142974,0.670155471
2090,S1950,JAN2019_Mantis_A. tenuis_65,Mantis,65,A. tenuis,5,44,Ambient,2.165780054,-0.28293515,0.070819952,0.093052873,0.651909722
2069,S1939,JAN2019_Mantis_A. tenuis_61,Mantis,61,A. tenuis,4,29,Ambient,0.010123938,-0.217929643,0.056583743,0.097831141,0.685783785
2002,S1902,JAN2019_Mantis_A. tenuis_22,Mantis,22,A. tenuis,2,72,Ambient,2.3051447,0.281197458,0.02651273,0.125724674,0.688271139
1308,S1274,JAN2019_13-123_A. tenuis_5,13-123,5,A. tenuis,2,7,High,2.586218731,-2.875453769,0,0,0.673420376
1274,S1240,JAN2019_13-123_A. tenuis_1,13-123,1,A. tenuis,4,1,High,0.98759789,-4.265900142,0,0,0.552143502
1529,S1493,JAN2019_Creech_A. tenuis_105,Creech,105,A. tenuis,5,61,High,0.858775587,0.272427349,0,0,0.679483671
1374,S1340,JAN2019_13-123_A. tenuis_2,13-123,2,A. tenuis,6,97,High,1.421442485,-2.228132643,0,0,0.578760643
1451,S1415,JAN2019_Creech_A. tenuis_81,Creech,81,A. tenuis,1,26,High,0.80352403,-3.812709745,0,0,0.595814232
1387,S1351,JAN2019_Creech_A. tenuis_117,Creech,117,A. tenuis,3,2,High,0,-1.76409433,0,0,0.517102516
1478,S1442,JAN2019_Creech_A. tenuis_105,Creech,105,A. tenuis,5,37,High,0.152600202,-3.25789604,0,0,0.693946431
1278,S1244,JAN2019_13-123_A. tenuis_3,13-123,3,A. tenuis,8,1,High,2.832733837,-3.001033714,0,0,0.609530455
1399,S1363,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,5,High,0.035455919,-1.538060809,0,0,0.640300368
1493,S1457,JAN2019_Creech_A. tenuis_81,Creech,81,A. tenuis,1,41,High,1.471061032,-2.043046974,0.002572743,0,0.696698017
1370,S1336,JAN2019_13-123_A. tenuis_29,13-123,29,A. tenuis,2,97,High,2.104204111,-4.40113866,0,0,0.622916427
1276,S1242,JAN2019_13-123_A. tenuis_2,13-123,2,A. tenuis,6,1,High,1.730448603,-2.645977975,0,0,0.597704279
1386,S1350,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,2,High,0.0588162,-1.529839188,0,0,0.669588822
1401,S1365,JAN2019_Creech_A. tenuis_67,Creech,67,A. tenuis,4,5,High,0.092105579,-2.952809697,0,0,0.655697954
1530,S1494,JAN2019_Creech_A. tenuis_108,Creech,108,A. tenuis,1,62,High,0.103695542,-3.666345453,0,0,0.609882242
1476,S1440,JAN2019_Creech_A. tenuis_90,Creech,90,A. tenuis,3,37,High,0.073728153,-3.455365445,0.000486963,0,0.572899542
1490,S1454,JAN2019_Creech_A. tenuis_90,Creech,90,A. tenuis,3,40,High,1.902253497,-1.44996558,0,0,0.628865126
1429,S1393,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,17,High,1.969309824,-0.039806865,0,0,0.686454028
1520,S1484,JAN2019_Creech_A. tenuis_105,Creech,105,A. tenuis,5,46,High,0.092201246,-3.066641435,0,0,0.610395283
1383,S1347,JAN2019_Creech_A. tenuis_117,Creech,117,A. tenuis,3,1,High,0.091190268,-3.105030327,0,0,0.493602826
1431,S1395,JAN2019_Creech_A. tenuis_67,Creech,67,A. tenuis,4,17,High,0.061468672,0.247861703,0,0,0.680861819
1350,S1316,JAN2019_13-123_A. tenuis_29,13-123,29,A. tenuis,2,25,High,3.474707219,-1.966878648,0.034704109,0,0.642900419
1468,S1432,JAN2019_Creech_A. tenuis_117,Creech,117,A. tenuis,3,32,High,0.838492377,-1.538204188,0,0,0.669887012
1528,S1492,JAN2019_Creech_A. tenuis_91,Creech,91,A. tenuis,4,61,High,0.490165626,-0.130693837,0,0,0.648435358
2234,S2146,JAN2019_11-049_A. tenuis_27,11-049,27,A. tenuis,4,11,High,2.157910109,-0.81685,0,0,0.614161298
1507,S1471,JAN2019_Creech_A. tenuis_108,Creech,108,A. tenuis,1,44,High,0.078093703,-3.460010194,0,0,0.643960674
1502,S1466,JAN2019_Creech_A. tenuis_81,Creech,81,A. tenuis,1,43,High,0.278917262,-2.041617394,0,0,0.683164849
1474,S1438,JAN2019_Creech_A. tenuis_81,Creech,81,A. tenuis,1,37,High,0.139600955,-4.741440107,0,0,0.663934806
1508,S1472,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,44,High,0.040288968,-1.287694653,0,0,0.696060203
1273,S1239,JAN2019_13-123_A. tenuis_1,13-123,1,A. tenuis,3,1,High,0.585220076,-4.262211989,0,0,0.568309543
1400,S1364,JAN2019_Creech_A. tenuis_117,Creech,117,A. tenuis,3,5,High,0.015406189,-2.842890024,0,0,0.54610346
1376,S1342,JAN2019_13-123_A. tenuis_3,13-123,3,A. tenuis,8,97,High,2.207166195,-2.431887178,0,0,0.630192503
1866,S1707,JAN2019_Lagoon_A. tenuis_8,Lagoon,8,A. tenuis,1,31,High,0.252625169,-5.838584,0,0,0.655648203
1473,S1437,JAN2019_Creech_A. tenuis_67,Creech,67,A. tenuis,4,33,High,0.03839729,-2.587102328,0,0,0.686474926
1371,S1337,JAN2019_13-123_A. tenuis_1,13-123,1,A. tenuis,3,97,High,0.570506683,-4.161866899,0,0,0.574677771
1868,S1709,JAN2019_Lagoon_A. tenuis_118,Lagoon,118,A. tenuis,3,31,High,0.061864353,-2.772163,0,0,0.608682984
1492,S1456,JAN2019_Creech_A. tenuis_105,Creech,105,A. tenuis,5,40,High,0.047527533,-2.724919588,0,0,0.660092133
1523,S1487,JAN2019_Creech_A. tenuis_117,Creech,117,A. tenuis,3,47,High,0.725709115,-0.985379354,0,0,0.630419238
1280,S1246,JAN2019_13-123_A. tenuis_4,13-123,4,A. tenuis,10,1,High,6.964809404,-1.056642193,0,0,0.663159572
1449,S1413,JAN2019_Creech_A. tenuis_91,Creech,91,A. tenuis,4,25,High,0.357487201,-3.984316539,0,0,0.646210164
1533,S1497,JAN2019_Creech_A. tenuis_67,Creech,67,A. tenuis,4,62,High,0.415745494,-3.15053339,0,0,0.681313202
1352,S1318,JAN2019_13-123_A. tenuis_1,13-123,1,A. tenuis,4,25,High,6.024660336,-1.992921598,0.02937758,0,0.643604423
1054,S965,JAN2019_13-124_A. tenuis_162,13-124,162,A. tenuis,1,B37,High,0.392143948,-4.11623,0,0,0.52890625
1870,S1711,JAN2019_Lagoon_A. tenuis_126,Lagoon,126,A. tenuis,5,31,High,0.504212292,-4.104092,0,0,0.608920749
1315,S1281,JAN2019_13-123_A. tenuis_5,13-123,5,A. tenuis,1,11,High,0.724006122,-3.556583107,0,0,0.521846798
1510,S1474,JAN2019_Creech_A. tenuis_67,Creech,67,A. tenuis,4,44,High,0.124874304,-2.362327601,0,0,0.681703092
1354,S1320,JAN2019_13-123_A. tenuis_2,13-123,2,A. tenuis,6,25,High,3.008394103,-0.432649362,0,0,0.606454587
1349,S1315,JAN2019_13-123_A. tenuis_29,13-123,29,A. tenuis,1,25,High,3.86347246,-1.210810555,0,0,0.614859132
2223,S2135,JAN2019_11-049_A. tenuis_30,11-049,30,A. tenuis,3,19,High,0.669880026,-1.62015,0,0,0.589098597
1332,S1298,JAN2019_13-123_A. tenuis_5,13-123,5,A. tenuis,2,19,High,0.543376422,-3.732928119,0,0,0.611774858
1662,S1660,JAN2019_Lagoon_A. tenuis_94,Lagoon,94,A. tenuis,2,13,High,1.091058176,-2.909084,0.013480875,0,0.608226496
1448,S1412,JAN2019_Creech_A. tenuis_90,Creech,90,A. tenuis,3,25,High,0.101924287,-0.827761643,0,0,0.598536761
1453,S1417,JAN2019_Creech_A. tenuis_90,Creech,90,A. tenuis,3,26,High,0.879376322,-2.020314311,0,0,0.555350631
1083,S1003,JAN2019_13-124_A. tenuis_161,13-124,161,A. tenuis,5,B62,High,1.666058738,-3.48484,0,0,0.539793435
1450,S1414,JAN2019_Creech_A. tenuis_105,Creech,105,A. tenuis,5,25,High,0.138932174,-2.213623955,0,0,0.579571385
1375,S1341,JAN2019_13-123_A. tenuis_3,13-123,3,A. tenuis,7,97,High,3.847474523,-3.526969089,0,0,0.650127804
1271,S1237,JAN2019_13-123_A. tenuis_29,13-123,29,A. tenuis,1,1,High,1.872210871,-3.605369108,0,0,0.559400767
2284,S2196,JAN2019_11-049_A. tenuis_74,11-049,74,A. tenuis,4,48,High,1.170592133,-3.8282,0,0,0.583624337
1334,S1300,JAN2019_13-123_A. tenuis_22,13-123,22,A. tenuis,4,19,High,1.902667265,-1.915649874,0,0,0.546877822
1058,S969,JAN2019_13-124_A. tenuis_190,13-124,190,A. tenuis,5,B37,High,1.8013322,-2.41897,0,0,0.652227655
1665,S1663,JAN2019_Lagoon_A. tenuis_1,Lagoon,1,A. tenuis,5,13,High,1.733475497,-3.79347,0,0,0.675160642
1307,S1273,JAN2019_13-123_A. tenuis_5,13-123,5,A. tenuis,1,7,High,1.679507072,-3.142795931,0.061306818,0,0.591624694
1336,S1302,JAN2019_13-123_A. tenuis_23,13-123,23,A. tenuis,6,19,High,1.826912186,-2.368738455,0,0,0.581731471
2232,S2144,JAN2019_11-049_A. tenuis_37,11-049,37,A. tenuis,2,11,High,0.243409429,-4.11463,0,0,0.586716792
2265,S2177,JAN2019_11-049_A. tenuis_60,11-049,60,A. tenuis,5,49,High,1.32074021,-2.88668,0,0,0.604212366
1331,S1297,JAN2019_13-123_A. tenuis_5,13-123,5,A. tenuis,1,19,High,0.633753149,-3.81705745,0,0,0.505540134
1318,S1284,JAN2019_13-123_A. tenuis_22,13-123,22,A. tenuis,4,11,High,1.42922754,-2.993760851,0,0,0.57087237
2235,S2147,JAN2019_11-049_A. tenuis_41,11-049,41,A. tenuis,5,11,High,2.70902834,-1.77546,0,0,0.610293492
1378,S1344,JAN2019_13-123_A. tenuis_4,13-123,4,A. tenuis,10,97,High,3.244022642,-2.068451735,0,0,0.648153
1382,S1346,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,1,High,1.174473365,-1.944467965,0,0,0.658200973
1358,S1324,JAN2019_13-123_A. tenuis_4,13-123,4,A. tenuis,10,25,High,4.951436829,-0.299768741,0,0,0.682876916
1275,S1241,JAN2019_13-123_A. tenuis_2,13-123,2,A. tenuis,5,1,High,1.599784675,-2.087235323,0.063322217,0,0.59277966
1317,S1283,JAN2019_13-123_A. tenuis_22,13-123,22,A. tenuis,3,11,High,1.790659212,-1.952339352,0,0,0.587412875
1467,S1431,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,32,High,1.320395781,-0.918721451,0,0,0.640721178
1356,S1322,JAN2019_13-123_A. tenuis_3,13-123,3,A. tenuis,8,25,High,3.764944892,-1.546089191,0,0,0.657013309
2231,S2143,JAN2019_11-049_A. tenuis_35,11-049,35,A. tenuis,1,11,High,0.458396943,-4.29184,1.374756338,0.001398849,0.608502024
1471,S1435,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,33,High,0.2167267,-2.785287928,0.47448645,0.00187337,0.661185824
984,S926,JAN2019_13-124_A. tenuis_193,13-124,193,A. tenuis,5,B10,High,0.61744439,-2.13974,0.430998208,0.002595801,0.441842791
1277,S1243,JAN2019_13-123_A. tenuis_3,13-123,3,A. tenuis,7,1,High,3.18346974,-3.401790006,1.917922001,0.003432491,0.614593727
1381,S1345,JAN2019_Creech_A. tenuis_108,Creech,108,A. tenuis,1,1,High,0.556705045,-3.045657051,0.156960677,0.004884451,0.567014014
1526,S1490,JAN2019_Creech_A. tenuis_83,Creech,83,A. tenuis,2,61,High,2.065038464,-0.829905769,0.477701575,0.005873018,0.670830928
1470,S1434,JAN2019_Creech_A. tenuis_108,Creech,108,A. tenuis,1,33,High,0.876390768,-3.266152221,0.61787123,0.006413778,0.656359317
1775,S1717,JAN2019_Lagoon_A. tenuis_29,Lagoon,29,A. tenuis,3,35,High,1.356789321,-3.411218,0.70324074,0.007267939,0.547978673
2225,S2137,JAN2019_11-049_A. tenuis_33,11-049,33,A. tenuis,5,19,High,0.979008643,-2.33918,0.354120606,0.007891705,0.640753521
1351,S1317,JAN2019_13-123_A. tenuis_1,13-123,1,A. tenuis,3,25,High,2.070279903,-3.362697807,0.138551323,0.007904755,0.637818467
1322,S1288,JAN2019_13-123_A. tenuis_24,13-123,24,A. tenuis,8,11,High,2.685940527,-2.119802265,0.318370291,0.009004609,0.556654898
1774,S1716,JAN2019_Lagoon_A. tenuis_26,Lagoon,26,A. tenuis,2,35,High,0.540320142,-3.252514,0.38447971,0.009041904,0.606340924
1335,S1301,JAN2019_13-123_A. tenuis_23,13-123,23,A. tenuis,5,19,High,0.579673323,-2.236409574,0.197439413,0.009647082,0.514697005
1357,S1323,JAN2019_13-123_A. tenuis_4,13-123,4,A. tenuis,9,25,High,3.921771087,-0.633860687,0.524752965,0.011180118,0.665424307
2250,S2162,JAN2019_11-049_A. tenuis_52,11-049,52,A. tenuis,5,29,High,1.123356423,-2.22877,0.361825926,0.011516588,0.627722873
1869,S1710,JAN2019_Lagoon_A. tenuis_119,Lagoon,119,A. tenuis,4,31,High,0.409628244,-2.779795,0.051189076,0.011721251,0.635393393
1319,S1285,JAN2019_13-123_A. tenuis_23,13-123,23,A. tenuis,5,11,High,0.948856423,-2.087193968,0.364989023,0.012557227,0.560248714
1333,S1299,JAN2019_13-123_A. tenuis_22,13-123,22,A. tenuis,3,19,High,1.831101033,-2.729892196,0.379016346,0.012897421,0.622127399
2248,S2160,JAN2019_11-049_A. tenuis_46,11-049,46,A. tenuis,3,29,High,3.210370557,-1.62227,0.109975549,0.0129899,0.623551559
1509,S1473,JAN2019_Creech_A. tenuis_117,Creech,117,A. tenuis,3,44,High,0.556712099,-2.311117464,0.07904741,0.013200663,0.665057428
982,S924,JAN2019_13-124_A. tenuis_191,13-124,191,A. tenuis,3,B10,High,1.091339497,-3.26917,0.164380802,0.01330569,0.530513682
2264,S2176,JAN2019_11-049_A. tenuis_59,11-049,59,A. tenuis,4,49,High,2.79515619,-1.84656,0.346148722,0.013481681,0.634278145
2224,S2136,JAN2019_11-049_A. tenuis_32,11-049,32,A. tenuis,4,19,High,0.868122309,-2.11081,0.211338303,0.013775701,0.62309572
1355,S1321,JAN2019_13-123_A. tenuis_3,13-123,3,A. tenuis,7,25,High,5.091187921,-1.871387688,0.144925397,0.014442189,0.673585763
1867,S1708,JAN2019_Lagoon_A. tenuis_12,Lagoon,12,A. tenuis,2,31,High,0.963232318,-2.900958,0.089093896,0.014502958,0.657460024
1373,S1339,JAN2019_13-123_A. tenuis_2,13-123,2,A. tenuis,5,97,High,1.159929202,-2.073232863,0.059410677,0.01561277,0.614681832
1377,S1343,JAN2019_13-123_A. tenuis_4,13-123,4,A. tenuis,9,97,High,2.219276472,-2.124392353,0.01780056,0.015950393,0.520401232
1321,S1287,JAN2019_13-123_A. tenuis_24,13-123,24,A. tenuis,7,11,High,2.845806967,-0.572258356,0.476800842,0.016079376,0.559444445
1057,S968,JAN2019_13-124_A. tenuis_174,13-124,174,A. tenuis,4,B37,High,1.146046352,-2.32922,0.14806089,0.016659812,0.640579711
1080,S1000,JAN2019_13-124_A. tenuis_157,13-124,157,A. tenuis,2,B62,High,1.130639972,-3.98245,0.272046187,0.017992301,0.505166506
983,S925,JAN2019_13-124_A. tenuis_192,13-124,192,A. tenuis,4,B10,High,1.344817812,-3.62353,0.150599579,0.01944608,0.588400748
1310,S1276,JAN2019_13-123_A. tenuis_22,13-123,22,A. tenuis,4,7,High,4.018192643,-0.628157321,0.054811808,0.020587928,0.619460185
1055,S966,JAN2019_13-124_A. tenuis_163,13-124,163,A. tenuis,2,B37,High,2.272972974,-1.5203,0.111754428,0.021699673,0.58974359
1388,S1352,JAN2019_Creech_A. tenuis_67,Creech,67,A. tenuis,4,2,High,1.96857551,-1.885954659,0.102380665,0.021704619,0.68383807
981,S923,JAN2019_13-124_A. tenuis_196,13-124,196,A. tenuis,2,B10,High,0.704817248,-3.13494,0.08900773,0.021723956,0.573171566
2249,S2161,JAN2019_11-049_A. tenuis_47,11-049,47,A. tenuis,4,29,High,1.447454134,-1.16912,0.295326502,0.022293123,0.659040191
1776,S1718,JAN2019_Lagoon_A. tenuis_33,Lagoon,33,A. tenuis,4,35,High,1.060648946,-1.310078,0.185045389,0.022815509,0.610062457
1081,S1001,JAN2019_13-124_A. tenuis_159,13-124,159,A. tenuis,3,B62,High,2.168411412,-2.32347,0.162409494,0.023825724,0.554046256
1477,S1441,JAN2019_Creech_A. tenuis_91,Creech,91,A. tenuis,4,37,High,0.722054792,-3.295239308,0.075994245,0.023925257,0.587634763
1522,S1486,JAN2019_Creech_A. tenuis_112,Creech,112,A. tenuis,2,47,High,3.007832662,-0.826368785,0.044448127,0.023998012,0.683396072
1466,S1430,JAN2019_Creech_A. tenuis_108,Creech,108,A. tenuis,1,32,High,2.185441711,-1.54521968,0.064349313,0.024172752,0.670297974
2283,S2195,JAN2019_11-049_A. tenuis_73,11-049,73,A. tenuis,3,48,High,1.073794692,-2.56773,0,0.024743266,0.617311484
2285,S2197,JAN2019_11-049_A. tenuis_80,11-049,80,A. tenuis,5,48,High,5.7513998,-1.25422,0.192233958,0.025032902,0.657265538
1056,S967,JAN2019_13-124_A. tenuis_170,13-124,170,A. tenuis,3,B37,High,1.872511015,-2.55091,0.090559213,0.02532093,0.664560541
1664,S1662,JAN2019_Lagoon_A. tenuis_96,Lagoon,96,A. tenuis,4,13,High,0.786540526,-2.960014,0.12558276,0.025701651,0.636298795
1525,S1489,JAN2019_Creech_A. tenuis_81,Creech,81,A. tenuis,1,61,High,2.469572964,-1.846103848,0.069295335,0.027550064,0.678969753
1369,S1335,JAN2019_13-123_A. tenuis_29,13-123,29,A. tenuis,1,97,High,2.249411524,-3.421847308,0.009280598,0.028769699,0.521813347
1311,S1277,JAN2019_13-123_A. tenuis_23,13-123,23,A. tenuis,5,7,High,2.542491729,-0.179643229,0.053025704,0.029635223,0.512632461
1079,S999,JAN2019_13-124_A. tenuis_156,13-124,156,A. tenuis,1,B62,High,1.920322054,-3.51162,0.196479396,0.029955078,0.526992679
1663,S1661,JAN2019_Lagoon_A. tenuis_95,Lagoon,95,A. tenuis,3,13,High,1.389418654,-1.94035,0.11251657,0.030810277,0.781295036
1773,S1715,JAN2019_Lagoon_A. tenuis_21,Lagoon,21,A. tenuis,1,35,High,0.140142621,-1.671818,0.067661209,0.031205895,0.592857143
1309,S1275,JAN2019_13-123_A. tenuis_22,13-123,22,A. tenuis,3,7,High,2.726988585,-0.951553325,1.776497062,0.031410128,0.639618086
1496,S1460,JAN2019_Creech_A. tenuis_91,Creech,91,A. tenuis,4,41,High,0.614913431,-1.066923738,0.067616711,0.03226744,0.678430674
1338,S1304,JAN2019_13-123_A. tenuis_24,13-123,24,A. tenuis,8,19,High,2.562380228,-0.939800712,0.175079398,0.032888974,0.605555105
1497,S1461,JAN2019_Creech_A. tenuis_105,Creech,105,A. tenuis,5,41,High,1.114063856,-0.946118849,0.04812756,0.033187325,0.71022914
1082,S1002,JAN2019_13-124_A. tenuis_160,13-124,160,A. tenuis,4,B62,High,1.286593698,-3.16896,0.107305694,0.034302649,0.436541402
2247,S2159,JAN2019_11-049_A. tenuis_45,11-049,45,A. tenuis,2,29,High,5.52650439,-1.45884,0.105199821,0.037750106,0.653892747
2246,S2158,JAN2019_11-049_A. tenuis_43,11-049,43,A. tenuis,1,29,High,1.836393903,-1.08535,0.16995949,0.0386284,0.661900745
2233,S2145,JAN2019_11-049_A. tenuis_38,11-049,38,A. tenuis,3,11,High,0.757809741,-1.96004,0.138833509,0.042130253,0.675181484
1312,S1278,JAN2019_13-123_A. tenuis_23,13-123,23,A. tenuis,6,7,High,1.716993581,-0.173602836,0.041692024,0.042335647,0.580755922
1314,S1280,JAN2019_13-123_A. tenuis_24,13-123,24,A. tenuis,8,7,High,3.597068926,-0.866602264,0.146740941,0.043728423,0.596391713
2221,S2133,JAN2019_11-049_A. tenuis_23,11-049,23,A. tenuis,1,19,High,4.322425492,-1.35324,0.097766687,0.046232517,0.637533973
1313,S1279,JAN2019_13-123_A. tenuis_24,13-123,24,A. tenuis,7,7,High,2.858692721,-0.59553138,0.889880685,0.048134356,0.601698313
1279,S1245,JAN2019_13-123_A. tenuis_4,13-123,4,A. tenuis,9,1,High,2.445647064,-0.923798469,0.015670662,0.049087318,0.663626069
2263,S2175,JAN2019_11-049_A. tenuis_58,11-049,58,A. tenuis,3,49,High,1.789797028,-1.31668,0.151952907,0.050122766,0.639711602
1505,S1469,JAN2019_Creech_A. tenuis_91,Creech,91,A. tenuis,4,43,High,1.747426413,-2.447808985,0.041471075,0.050524027,0.705409815
1337,S1303,JAN2019_13-123_A. tenuis_24,13-123,24,A. tenuis,7,19,High,2.723686298,-0.219207169,0.102663872,0.051137756,0.599312663
1353,S1319,JAN2019_13-123_A. tenuis_2,13-123,2,A. tenuis,5,25,High,3.776866203,-0.424902391,0.034585314,0.052267628,0.653861308
1504,S1468,JAN2019_Creech_A. tenuis_90,Creech,90,A. tenuis,3,43,High,2.040140675,-0.911590179,0.080926195,0.055606223,0.644286491
2222,S2134,JAN2019_11-049_A. tenuis_24,11-049,24,A. tenuis,2,19,High,2.278861164,-0.97626,0.089040757,0.0571471,0.620564446
1777,S1719,JAN2019_Lagoon_A. tenuis_83,Lagoon,83,A. tenuis,5,35,High,1.799506808,-3.266622,0.009316805,0.068693076,0.646364217
1503,S1467,JAN2019_Creech_A. tenuis_83,Creech,83,A. tenuis,2,43,High,3.712217308,-0.691260565,0.03860344,0.071956742,0.649882904
1452,S1416,JAN2019_Creech_A. tenuis_83,Creech,83,A. tenuis,2,26,High,0.472740424,-2.314724292,0.009149063,0.086123074,0.653088578
1272,S1238,JAN2019_13-123_A. tenuis_29,13-123,29,A. tenuis,2,1,High,2.866411899,-4.363406526,0.003964758,0.14015146,0.569491526
