SampleID,GenotypeID,Species,ClipID,RackID,Treatment,Tank,Size,Chla_ug_cm2,Zoox_ug_protein,Zoox_cm2,BeforeColour,AfterColour,ColourChange,CatalaseU,Surface,Protein_ug_cm2
1349,JAN2019_13-123_A. tenuis_29,A. tenuis,1,25,High,4,Large,3.86347246,-1583809.412,9384269.663,8.057878788,6.847068233,-1.210810555,0,9.799331104,0
1350,JAN2019_13-123_A. tenuis_29,A. tenuis,2,25,High,4,Small,3.474707219,-996668.4211,16281318.68,8.000540184,6.033661537,-1.966878648,0.034704109,3.143812709,0
1351,JAN2019_13-123_A. tenuis_1,A. tenuis,3,25,High,4,Large,2.070279903,19485.77778,38410.04184,6.990131752,3.627433946,-3.362697807,0.138551323,7.357859532,0.007904755
1352,JAN2019_13-123_A. tenuis_1,A. tenuis,4,25,High,4,Small,6.024660336,-3840196.571,27078750,7.192463768,5.19954217,-1.992921598,0.02937758,2.83286119,0
1353,JAN2019_13-123_A. tenuis_2,A. tenuis,5,25,High,4,Large,3.776866203,938960.5666,12693333.33,6.902121212,6.477218821,-0.424902391,0.034585314,8.72909699,0.052267628
1354,JAN2019_13-123_A. tenuis_2,A. tenuis,6,25,High,4,Small,3.008394103,-1684336.364,9861224.49,6.514479578,6.081830217,-0.432649362,0,3.110367893,0
1355,JAN2019_13-123_A. tenuis_3,A. tenuis,7,25,High,4,Large,5.091187921,4297485.61,16754240.63,7.940144928,6.06875724,-1.871387688,0.144925397,11.40522876,0.014442189
1356,JAN2019_13-123_A. tenuis_3,A. tenuis,8,25,High,4,Small,3.764944892,-24423020,11962393.16,6.416310935,4.870221744,-1.546089191,0,2.679738562,0
1357,JAN2019_13-123_A. tenuis_4,A. tenuis,9,25,High,4,Large,3.921771087,2491975.342,8955555.556,7.044018445,6.410157758,-0.633860687,0.524752965,5.785953177,0.011180118
1358,JAN2019_13-123_A. tenuis_4,A. tenuis,10,25,High,4,Small,4.951436829,-6557537.333,13744144.14,7.143017128,6.843248387,-0.299768741,0,2.54180602,0
1369,JAN2019_13-123_A. tenuis_29,A. tenuis,1,97,High,3,Large,2.249411524,853775.873,5854510.921,7.638392622,4.216545314,-3.421847308,0.009280598,10.45751634,0.028769699
1370,JAN2019_13-123_A. tenuis_29,A. tenuis,2,97,High,3,Small,2.104204111,-232922.0339,5309629.63,7.954795784,3.553657124,-4.40113866,0,3.039215686,0
1371,JAN2019_13-123_A. tenuis_1,A. tenuis,3,97,High,3,Large,0.570506683,-61499.23077,633333.3333,6.966034256,2.804167356,-4.161866899,0,7.424749164,0
1372,JAN2019_13-123_A. tenuis_1,A. tenuis,4,97,High,3,Small,0.886860737,93567.63458,4654883.721,7.176403162,2.794817695,-4.381585467,0.027726938,3.47826087,0.227785317
1373,JAN2019_13-123_A. tenuis_2,A. tenuis,5,97,High,3,Large,NA,NA,NA,6.835533597,4.762300734,-2.073232863,NA,NA,NA
1374,JAN2019_13-123_A. tenuis_2,A. tenuis,6,97,High,3,Small,1.421442485,-141122.9122,8055172.414,6.406245059,4.178112417,-2.228132643,0,2.474916388,0
1375,JAN2019_13-123_A. tenuis_3,A. tenuis,7,97,High,3,Large,3.847474523,-2716527.549,10189378.53,7.866521739,4.33955265,-3.526969089,0,8.494983278,0
1376,JAN2019_13-123_A. tenuis_3,A. tenuis,8,97,High,3,Small,2.207166195,-645635.7143,8486887.052,6.30859025,3.876703072,-2.431887178,0,4.147157191,0
1377,JAN2019_13-123_A. tenuis_4,A. tenuis,9,97,High,3,Large,2.219276472,1287869.581,5733333.333,6.702885375,4.578493022,-2.124392353,0.01780056,10.32679739,0.015950393
1378,JAN2019_13-123_A. tenuis_4,A. tenuis,10,97,High,3,Small,3.244022642,-2811657.447,7364102.564,6.735270092,4.666818357,-2.068451735,0,2.976588629,0
1551,JAN2019_13-123_P. damicornis_25,P. damicornis,1,1,High,2,Large,0.03992402,NA,NA,6.885551473,1.692560346,-5.192991126,NA,14.52380952,0
1552,JAN2019_13-123_P. damicornis_25,P. damicornis,2,1,High,2,Small,0.05146661,NA,NA,8.550726953,2.22303321,-6.327693743,NA,5.215946844,0
1553,JAN2019_13-123_P. damicornis_6,P. damicornis,3,1,High,2,Large,1.465851416,NA,NA,7.786636133,4.170898285,-3.615737848,0,10.20408163,0
1554,JAN2019_13-123_P. damicornis_6,P. damicornis,4,1,High,2,Small,1.088759411,NA,NA,6.396016403,3.904123873,-2.49189253,0,6.088435374,0
1555,JAN2019_13-123_P. damicornis_9,P. damicornis,5,1,High,2,Large,NA,NA,NA,7.431538584,4.172253793,-3.259284792,0,10.33444816,0
1556,JAN2019_13-123_P. damicornis_9,P. damicornis,6,1,High,2,Small,1.75795951,NA,NA,7.808116313,5.178979198,-2.629137114,0,4.557823129,0
1557,JAN2019_13-123_P. damicornis_21,P. damicornis,7,1,High,2,Large,0.40504355,NA,NA,8.286378726,3.241124029,-5.045254697,1.617152662,10.63122924,0.002429314
1558,JAN2019_13-123_P. damicornis_21,P. damicornis,8,1,High,2,Small,0.45577525,NA,NA,6.688164599,2.48777436,-4.200390238,0,5.272108844,0
1567,JAN2019_13-123_P. damicornis_25,P. damicornis,1,3,High,4,Large,0.082005953,NA,NA,7.136656548,2.062926855,-5.073729693,0,14.62585034,0
1568,JAN2019_13-123_P. damicornis_25,P. damicornis,2,3,High,4,Small,0.205053628,NA,NA,7.265377856,2.06636776,-5.199010096,0,6.544850498,0
1569,JAN2019_13-123_P. damicornis_6,P. damicornis,3,3,High,4,Large,2.843407425,NA,NA,8.212014699,6.42489964,-1.787115059,0.171718012,7.424749164,0.051635042
1570,JAN2019_13-123_P. damicornis_6,P. damicornis,4,3,High,4,Small,2.488840666,NA,NA,7.671832561,5.960325322,-1.711507239,0,6.598639456,0
1571,JAN2019_13-123_P. damicornis_9,P. damicornis,5,3,High,4,Large,1.487609999,NA,NA,7.756297598,4.460559929,-3.295737669,0,8.75502008,0
1572,JAN2019_13-123_P. damicornis_9,P. damicornis,6,3,High,4,Small,1.545505792,NA,NA,7.656388134,5.083103071,-2.573285064,0.673554669,8.401360544,0.006452224
1573,JAN2019_13-123_P. damicornis_21,P. damicornis,7,3,High,4,Large,NA,NA,NA,7.959844491,6.876700902,-1.083143589,NA,NA,NA
1574,JAN2019_13-123_P. damicornis_21,P. damicornis,8,3,High,4,Small,3.064730904,NA,NA,7.540554934,6.650331057,-0.890223877,0,8.554216867,0
1585,JAN2019_13-123_P. damicornis_27,P. damicornis,1,7,High,2,Large,NA,NA,NA,7.896415828,5.563474271,-2.332941556,0,6.746987952,0
1586,JAN2019_13-123_P. damicornis_27,P. damicornis,2,7,High,2,Small,NA,NA,NA,8.067795708,4.331161045,-3.736634663,NA,NA,NA
1587,JAN2019_13-123_P. damicornis_26,P. damicornis,3,7,High,2,Large,0.224511335,NA,NA,6.323427598,1.809603253,-4.513824344,0,4.081632653,0
1588,JAN2019_13-123_P. damicornis_26,P. damicornis,4,7,High,2,Small,0.214297303,NA,NA,5.995739468,2.083103071,-3.912636398,0.123900581,4.318936877,0.010960401
1589,JAN2019_13-123_P. damicornis_28,P. damicornis,5,7,High,2,Large,0.911813382,NA,NA,8.151515152,5.044627496,-3.106887656,0.141698791,11.50501672,0.035754716
1590,JAN2019_13-123_P. damicornis_28,P. damicornis,6,7,High,2,Small,1.853596316,NA,NA,8.193161847,5.517126323,-2.676035524,0.335802566,11.89368771,0.035339813
1591,JAN2019_13-123_P. damicornis_11,P. damicornis,7,7,High,2,Large,1.762385372,NA,NA,8.06236353,6.261508785,-1.800854745,0,8.294314381,0
1592,JAN2019_13-123_P. damicornis_11,P. damicornis,8,7,High,2,Small,NA,NA,NA,7.239495127,2.93281546,-4.306679667,0.49934165,12.5083612,0.012683974
1593,JAN2019_13-123_P. damicornis_7,P. damicornis,9,7,High,2,Large,6.520281161,NA,NA,7.86765724,4.021740264,-3.845916976,0.133602717,8.56187291,0.019747602
1594,JAN2019_13-123_P. damicornis_7,P. damicornis,10,7,High,2,Small,3.013379508,NA,NA,7.533205517,5.656743653,-1.876461865,0,3.03135889,0
1603,JAN2019_13-123_P. damicornis_27,P. damicornis,1,16,High,3,Large,2.461549083,NA,NA,8.159556905,5.612533236,-2.547023669,0,6.677740864,0
1604,JAN2019_13-123_P. damicornis_27,P. damicornis,2,16,High,3,Small,2.531373682,NA,NA,8.220589018,5.091340389,-3.12924863,0,4.280936455,0
1605,JAN2019_13-123_P. damicornis_26,P. damicornis,3,16,High,3,Large,0.039884632,NA,NA,7.054375033,2.025546113,-5.02882892,0,14.53815261,0
1606,JAN2019_13-123_P. damicornis_26,P. damicornis,4,16,High,3,Small,0.594930261,NA,NA,5.956063269,2.127209217,-3.828854051,NA,2.278911565,0
1607,JAN2019_13-123_P. damicornis_28,P. damicornis,5,16,High,3,Large,0.859277393,NA,NA,8.299941418,6.590063083,-1.709878334,0.18358366,10.43478261,0.040947225
1608,JAN2019_13-123_P. damicornis_28,P. damicornis,6,16,High,3,Small,2.479339647,NA,NA,8.410129414,6.882070799,-1.528058614,0,6.889632107,0
1609,JAN2019_13-123_P. damicornis_11,P. damicornis,7,16,High,3,Large,1.074048743,NA,NA,7.566064867,4.553307961,-3.012756906,0.2549211,10.27210884,0.034234122
1610,JAN2019_13-123_P. damicornis_11,P. damicornis,8,16,High,3,Small,0.803782273,NA,NA,6.981235909,4.325617364,-2.655618545,0,7.619047619,0
1611,JAN2019_13-123_P. damicornis_7,P. damicornis,9,16,High,3,Large,0.315908186,NA,NA,8.727254975,5.769146551,-2.958108424,0.31072294,16.72240803,0.023100966
1612,JAN2019_13-123_P. damicornis_7,P. damicornis,10,16,High,3,Small,0.27488665,NA,NA,7.55871545,4.206610709,-3.352104741,3.387323028,10.71428571,0.005601578
1641,JAN2019_13-123_P. damicornis_25,P. damicornis,1,25,High,3,Large,0.093807217,NA,NA,7.079618682,1.847661749,-5.231956934,0,17.5170068,0
1642,JAN2019_13-123_P. damicornis_25,P. damicornis,2,25,High,3,Small,0.124909943,NA,NA,7.804974171,1.863719306,-5.941254865,0,7.482993197,0
1643,JAN2019_13-123_P. damicornis_6,P. damicornis,3,25,High,3,Large,2.478814088,NA,NA,8.126324759,5.004327199,-3.12199756,0.245351972,15.17006803,0.037389551
1644,JAN2019_13-123_P. damicornis_6,P. damicornis,4,25,High,3,Small,1.158340915,NA,NA,7.134686052,4.232052552,-2.9026335,0,6.836734694,0
1645,JAN2019_13-123_P. damicornis_9,P. damicornis,5,25,High,3,Large,0.864610404,NA,NA,7.406188422,4.27522027,-3.130968152,1.273460741,12.00680272,0.0047639
1646,JAN2019_13-123_P. damicornis_9,P. damicornis,6,25,High,3,Small,1.360052739,NA,NA,6.874154551,4.445545071,-2.42860948,0,10.92369478,0
1647,JAN2019_13-123_P. damicornis_21,P. damicornis,7,25,High,3,Large,NA,NA,NA,8.624398644,3.820603722,-4.803794921,0,9.437751004,0
1648,JAN2019_13-123_P. damicornis_21,P. damicornis,8,25,High,3,Small,0.711944749,NA,NA,8.154497524,3.73176581,-4.422731714,0,11.08433735,0
1649,JAN2019_13-123_P. damicornis_27,P. damicornis,1,26,High,4,Large,2.734775596,NA,NA,7.820152314,5.870496846,-1.949655468,0,6.827309237,0
1650,JAN2019_13-123_P. damicornis_27,P. damicornis,2,26,High,4,Small,2.644689488,NA,NA,8.018426799,5.610917053,-2.407509745,0.908585278,9.297658863,0.002993665
1651,JAN2019_13-123_P. damicornis_26,P. damicornis,3,26,High,4,Large,0.714271352,NA,NA,7.447835117,2.870027632,-4.577807486,0,4.217687075,0
1652,JAN2019_13-123_P. damicornis_26,P. damicornis,4,26,High,4,Small,0.567186531,NA,NA,5.827128934,3.101246025,-2.72588291,0,6.462585034,0
1653,JAN2019_13-123_P. damicornis_28,P. damicornis,5,26,High,4,Large,2.492483789,NA,NA,7.9619215,6.722694333,-1.239227167,0.280929015,8.67595819,0.048922296
1654,JAN2019_13-123_P. damicornis_28,P. damicornis,6,26,High,4,Small,2.884974236,NA,NA,7.960110774,6.285021636,-1.675089138,0.664146573,4.147157191,0.022790903
1655,JAN2019_13-123_P. damicornis_11,P. damicornis,7,26,High,4,Large,0.844017243,NA,NA,7.245087075,5.385381367,-1.859705708,2.186007804,10.40160643,0.008897772
1656,JAN2019_13-123_P. damicornis_11,P. damicornis,8,26,High,4,Small,2.134735147,NA,NA,6.509133514,6.614218932,0.105085418,0.265795603,7.993311037,0.011537587
1657,JAN2019_13-123_P. damicornis_7,P. damicornis,9,26,High,4,Large,3.833570383,NA,NA,6.19591344,4.85350086,-1.34241258,0.529322197,11.36054422,0.018261816
1658,JAN2019_13-123_P. damicornis_7,P. damicornis,10,26,High,4,Small,2.576456977,NA,NA,7.727681028,6.331056775,-1.396624253,0.452658826,6.56462585,0.024253734
